bulk_density,d50,shape,flowability,conical_half_angle,conical_outlet_dim,plane_half_angle,plane_outlet_dim
1072.3332539758512,77.72372982766552,Cuboid,Passable,32.0799507009601,227.25090063138407,39.131878981264244,178.2452933884573
1094.0220679429915,35.31917099987613,spherical,Fair,21.76577572419842,185.34425023828206,29.16387291654056,126.1542556936034
483.0168182053935,61.72916722676771,Oval,Poor,40.44622065759298,272.1840403751053,47.389619532036846,202.84314475126988
809.694579373719,197.75780993437044,Oval,Excellent,37.324558217515666,40.0,43.80433514515105,40.0
307.7772600517743,40.16687555607517,Irregular and angular,Very Poor,32.9473993323106,625.9044915222682,34.58407880656327,422.47847094231764
400.758067872286,72.81806409839903,Irregular ,Excellent,32.29287525907005,159.8852380222491,37.43864922774214,105.74702666745792
983.975100190979,135.82488674618838,lens shaped,Very Very Poor,41.28448921715748,397.19551815077267,52.389039490696376,219.67497638986495
220.06666214050426,48.33449092283248,spherical,Fair,24.064102701053113,419.67850746369413,32.423250913110806,316.0489172177417
236.2769857279468,91.31725900233506,Elomgated,Excellent,33.36367782193323,112.10041696808021,36.61830775855304,69.09821487773453
485.7725169954683,162.9343949540855,Irregular ,Poor,34.52553726686559,293.9649036996805,39.947878381923076,241.55609307074212
1158.5271744607212,186.15021519132532,Elomgated,Very Poor,31.139114529209046,399.91353939512237,40.94065443800724,257.52179191983953
778.0731231289113,124.08520801510768,Elomgated,Excellent,22.94371324333793,40.60876523860073,33.04587369580929,40.0
1416.799469152687,268.57805335420846,Irregular ,Poor,38.24999931122037,124.57416426879249,48.158372638259976,63.73975313755216
1204.176344134111,89.99343866177291,Cystalline,Poor,34.11454194298997,88.22997528878247,43.94178756459501,46.966594719101344
1322.9266179482997,113.43114659804081,Irregular and angular,Poor,33.078988588334525,153.06219922051363,40.42842867253374,114.15379595324711
750.9957495081101,26.232623961694674,Irregular and angular,Very Poor,23.947358212744827,470.881569127232,28.704033611942297,291.93452082074884
367.3609945827035,86.08946036566789,Cystalline,Passable,45.928058671639015,267.3609619896546,51.44227948352047,188.23244999673943
216.23008553288207,26.235647137800996,Irregular ,Very Poor,27.277296803335485,588.3663653975806,34.023105598153116,429.4884753379043
1017.3583752933155,161.8666992887563,Irregular ,Very Poor,27.907353612947155,466.07241667041455,39.26237968846705,325.2780652074107
118.0,312.0444588019575,lens shaped,Fair,55.0,40.0,65.0,40.0
908.4823160873808,48.85216396173497,spherical,Poor,21.593417828221128,231.81524387978428,29.347608884432383,145.8261037644683
904.9034571183181,50.771489865164206,Oval,Very Poor,37.484910411418554,350.74233547028535,42.83097036690542,271.39259898832876
755.5655080200933,87.35871556827449,Irregular ,Fair,30.500059341849628,279.6813090523905,37.35514630474701,172.02372783762627
183.45459762200085,22.976204039381187,Elomgated,Passable,28.766537740799205,418.50081362118095,34.55417510743099,311.93748908582194
701.5888927797012,118.5712869372787,Irregular and angular,Very Poor,28.747996076953225,545.2544037370652,41.20187646721002,345.86293632227773
849.2816702452121,86.94388544710174,Semirounded,Very Poor,25.719813169090767,441.1772636439352,33.40295575212323,349.80490339365895
1582.662735042014,71.58367970992244,Irregular ,Passable,19.59281638973265,62.31661499644121,31.829354887320488,42.32955890134637
118.0,53.66604205939893,Oval,Poor,47.75818042078236,332.2296307027585,56.65747589123436,230.64973099232088
292.0831683302694,84.4007686870195,Irregular ,Poor,37.49531620758364,371.0224213459408,42.36966087077825,236.48600468042497
949.8232129842837,227.9168417422692,Cuboid,Fair,34.97013369213292,250.32285536760767,47.294854102365825,153.66681488153296
612.9822995885245,79.50238873288116,Irregular and angular,Very Very Poor,34.146058080046,606.3822723808163,42.910408717407726,389.84259945751865
118.0,47.6060933913444,Irregular and angular,Very Poor,41.57478246127257,574.7597486397103,47.30227354727737,400.9131406665245
1361.8952223610888,45.87061293205891,Cystalline,Passable,45.618581862787735,89.64151544113008,54.132760034225434,57.4920255070714
1310.8786927112887,167.67397705322784,Elomgated,Passable,29.540825665274497,160.3476375659887,42.45037644308465,123.92322901006418
374.3333396315573,116.79511904851324,spherical,Excellent,35.76374017427847,192.35932835023542,43.8733065140166,159.83960510999043
948.6006552297133,383.7277108147685,Elomgated,Excellent,40.731123683674774,40.0,47.81215609976719,40.0
719.4859309608302,34.08228892551804,spherical,Passable,25.27236402180587,281.96876968544973,27.64098379869404,208.99029324517454
631.7632732369522,38.17522433577093,Cystalline,Passable,35.53750453420406,220.31196552806347,42.20169217972232,164.6252518983423
118.0,80.90202322035523,spherical,Fair,41.446315287328886,379.4851693321986,49.085792554172215,281.5635018457493
773.4885097987985,55.198242323652394,Cystalline,Excellent,33.23305689964855,40.0,42.85116025097942,40.0
463.94406663011165,67.38842007037383,Oval,Poor,42.92217579520495,255.2478055592952,48.5435397707484,197.79584271447794
274.3901669145261,72.91691739113574,Semirounded,Very Poor,32.053423439531166,551.0555580636513,41.952828072577866,420.18528429293696
851.4974707943701,150.76716118490725,Semirounded,Passable,38.53483113362257,290.1867277386622,40.179221820761555,204.66947555191607
918.4186378535865,77.93524016392692,Elomgated,Very Poor,29.13177802689325,389.3317314780937,34.228281183891184,310.73649552373115
1225.84054938656,91.07903981595635,Semirounded,Fair,29.621030035055764,155.61508169696742,36.24714642931019,113.7199854859792
776.4915935307113,80.49670809046812,Elomgated,Very Poor,29.557116341141096,466.93447765284344,35.69801806755298,321.1835605748747
1078.1000932101915,67.31443046901857,Cystalline,Very Very Poor,39.23159132098772,296.6862922871766,51.191852705899684,174.58341663092526
1501.2658000253828,28.20542003483193,Cuboid,Excellent,23.315469253926132,40.0,35.51404639257246,40.0
118.0,15.990942102437753,spherical,Poor,25.8110424212572,412.6618223761856,32.642620676826816,307.6004318576073
1888.4018535099337,54.080423984065376,Irregular and angular,Very Very Poor,23.539263845480964,275.889022808692,32.084835337573324,168.53077946535294
867.2792285343671,76.24233669036474,Cuboid,Passable,28.762297854939483,231.1034755762363,33.92987656173258,187.01568229540948
869.5962772546839,57.451357966959826,Elomgated,Fair,20.9281660781203,212.31500444206682,32.973107650210586,170.76559727706146
1502.9289838375244,70.82083640652819,lens shaped,Excellent,39.449231076234526,40.0,46.632607705844315,40.0
118.0,81.18766873642396,Irregular ,Very Very Poor,49.09717533899116,560.1284319084651,49.85257188355432,357.73344755414627
360.00202586846984,56.83397431668543,Irregular ,Excellent,27.738845045859936,153.22818613017918,35.392383630058355,110.96812922598626
1244.5753088506942,200.83417666174776,Cystalline,Poor,39.42100646589557,93.70223818998151,52.358539743126705,54.04035390423937
484.2079320714783,248.11846894731983,spherical,Fair,38.70383427117317,307.9837432668197,45.74644411480437,204.4479218146449
1165.200815961738,82.13454098025197,Irregular ,Passable,29.64586007017341,131.2615956746673,26.775394596933346,105.28051709665067
1351.054716082248,235.39654393074792,Irregular and angular,Very Poor,32.867205282674746,327.0020427402012,39.968480697950454,241.0284370239434
118.0,11.639442374784556,lens shaped,Poor,35.72776628428187,331.904827429431,40.98174556590726,228.69095999534497
1535.1294323173306,132.6767111857173,Cystalline,Poor,35.18070117274921,40.0,41.47133774593389,40.0
1296.5738631072259,49.76357630204949,Irregular and angular,Very Very Poor,26.011772917603217,319.8971353412018,34.81003150355144,196.94021872215836
427.1647940563866,41.70244694790024,Cuboid,Very Very Poor,32.167436194368506,635.4079158057737,40.41605682013836,399.0199478533458
867.4193057606971,56.72789054601699,Irregular and angular,Fair,25.75155235883193,231.73686987075138,35.58880139216824,160.97897807269243
411.84659982118745,112.6685357716754,Cystalline,Passable,43.71283637057342,291.22618477868673,55.34367808904204,237.6692052250547
258.92755311833497,110.60264116983933,lens shaped,Very Poor,51.43175923049477,473.1491168912753,56.065675126308356,318.6597055330448
1388.8749427176947,92.39813613619691,Irregular and angular,Excellent,26.779956600953202,40.0,29.598611680090944,40.0
1477.1100575486068,48.4517280336327,angular,Very Very Poor,20.85070048664405,234.93295666330692,31.911824007817387,163.70502472346192
854.2104971054728,77.00984298208793,spherical,Very Poor,22.90041604033213,446.72853839036094,26.093464779217445,323.63925850529824
489.6442290397799,134.65920578020643,angular,Excellent,38.46677612503161,175.64061023543923,45.238665497688665,123.92717269125018
914.2370244208106,112.06079797786731,Irregular and angular,Poor,37.166241660884936,242.38450161811323,41.28001002623911,192.4036019042338
190.71832216960047,75.62229893496999,Oval,Excellent,45.16796102499821,83.13414169380268,49.64258711568727,54.19769448237162
1408.5253057954778,61.85093544523717,Oval,Fair,33.80471836635431,55.16671509723089,47.27702408261163,40.0
1264.3683209586732,141.7595960978597,Irregular and angular,Poor,35.45990470170586,175.30457541464443,40.659057816132794,132.51202255086088
521.3419966182141,108.9813914333461,Irregular ,Very Very Poor,33.77053972189068,608.0778416126234,45.03294186230639,377.3538989160662
1139.7988356658236,60.121986246834595,Cystalline,Very Very Poor,41.284684806322694,306.085650478021,46.23040835003816,244.03381647644375
663.1644717483501,437.4388989642918,spherical,Poor,46.901750032214665,278.2519119680445,56.39056072628598,160.5490364919838
658.5915885566536,141.16604275643124,Cystalline,Fair,48.10388279809567,279.98573923769595,57.14817718129959,189.47245099231233
118.0,92.72477373816345,Irregular ,Poor,51.13532303059117,340.80410254686456,55.56526329072479,226.42754119666748
1515.734232610594,56.25370581301723,Semirounded,Passable,25.371749180360787,76.88942364558122,34.51749518161091,58.63005811768617
281.1074662199854,36.53744348412144,Cystalline,Poor,40.92363033315278,315.13047640041395,49.959518838374606,248.54602707548784
422.0325880722919,495.8037554853388,lens shaped,Very Very Poor,55.0,351.29081594230314,65.0,226.90743346491772
422.72332954974297,69.10326337932798,angular,Fair,33.67435688680932,402.3929150905922,40.48679882383107,278.98287181483454
118.0,21.496308819519626,lens shaped,Very Poor,52.75325044540195,753.1012451444257,55.575304114718236,615.9503864018413
1139.8708121254567,64.58022540199457,Cuboid,Excellent,31.989554915917545,40.0,33.25242048865285,40.0
685.5375837645684,27.262759513005083,Elomgated,Passable,29.09783090097817,295.38526231264655,35.70323130032317,170.96545709629112
580.6149632544519,111.01667512792908,lens shaped,Excellent,37.5866243006554,40.0,47.35918819025427,40.0
250.1304101956556,101.53347556595821,Oval,Very Poor,51.71953350870989,568.4293343288666,55.58550891940752,366.51406449294774
118.0,74.53118616592886,Oval,Poor,51.61147129021048,295.37434496477283,62.37041672016144,219.40798609828175
828.3931730966385,165.27105542541253,Irregular ,Passable,28.22248663263163,231.8857260706416,38.84562968178669,153.91218111449837
684.1063583718793,102.67441728258085,lens shaped,Very Poor,40.864251951275754,462.7606019374808,51.62808208359617,365.3995638696786
446.24908044956595,184.02737138876697,lens shaped,Passable,49.407167954748566,242.89016951771453,58.64943565642236,174.46766166418467
314.74208319804336,80.2714663530121,lens shaped,Poor,43.26184925554363,296.15679286125874,53.722275467376626,218.62934462350157
118.0,61.57778482158612,Cystalline,Very Very Poor,55.0,701.541676976721,65.0,450.5055605549005
420.1579630107058,133.80480627846504,Irregular and angular,Very Very Poor,37.18077900861236,688.6496907667504,46.833127684973036,550.6387789196249
799.7956559709895,89.71957737018226,Elomgated,Passable,27.74950969773393,266.30874286747553,35.59416925233605,159.87650124728364
829.1613070572357,168.19410883394795,lens shaped,Very Very Poor,38.08476721757551,412.058438187005,46.33364149336676,263.5195274569501
600.5365692366165,151.97069391382385,Cystalline,Fair,52.08680463464983,255.78608992991542,61.8780743052903,156.2898674575867
118.0,140.98061034993498,spherical,Excellent,55.0,106.74071557735455,65.0,55.90870515568055
699.2091310125888,194.59938941455334,Irregular and angular,Poor,37.01109895155271,317.0659489383777,47.1123909038237,196.77107275911982
241.25789530371173,19.297954583341337,Semirounded,Very Very Poor,32.135629837964416,660.4392242922672,37.556155567924606,489.3358046078747
1087.9971059037507,61.77071731016237,Semirounded,Passable,29.873241336897117,197.46839633458137,35.82892827519711,144.03694697498847
161.45861622791926,266.9018188467269,Irregular ,Fair,55.0,149.93804073237592,65.0,104.68465556516047
1262.2471466465322,128.66727308979765,lens shaped,Very Very Poor,36.56054393454418,312.9937322600708,42.81350467483942,195.0155503772765
118.0,390.956480340815,Semirounded,Excellent,55.0,40.0,65.0,40.0
641.8104725704397,77.49138612480236,Irregular ,Passable,29.683311721207673,308.0599889427933,38.79737974710199,198.0276788167535
708.1445295758692,112.82048618828206,spherical,Poor,27.108679482568142,297.93090240447543,32.58182746263625,194.49322682103553
260.7460215339405,121.96848526433213,angular,Very Very Poor,37.00301358439293,636.89521114512,44.55660480692511,468.60930392403424
828.0914613201771,118.63455114188747,lens shaped,Very Poor,40.342623414418654,315.4593716843558,41.30785186575512,220.1975030001564
896.4160735376291,61.60510704794825,Semirounded,Passable,21.999698970928566,218.0142009964957,28.60266816157418,144.97048794187185
1104.5494172277695,108.73888059325657,spherical,Fair,23.59922142715168,201.2103546308976,27.94942623924595,134.28044433528748
1435.1465674950314,356.3514682650894,spherical,Excellent,30.82381258969684,40.0,33.78608350503302,40.0
370.92275138328404,49.46639640578708,angular,Passable,30.25767856025434,373.53476057924087,39.92229265849519,241.99130637193065
375.80649348812517,104.51624360763782,spherical,Very Poor,33.54938019284054,765.2194813431624,38.647513420297024,559.33744666212
1411.366678239143,168.3901615622085,Semirounded,Very Poor,31.96363177332047,284.57293848078,35.08937397772483,223.93920095490245
343.5250442657893,101.15389132967393,Elomgated,Very Very Poor,37.34739036344008,641.0098423040978,41.44196188441923,383.4301693591819
250.21556979739756,58.60268142371705,Semirounded,Fair,31.125116401927638,354.7603168082939,42.98810498143228,292.06160592050435
1246.230774729283,138.06129337846986,Irregular ,Excellent,29.55017513379473,40.0,38.330640502126634,40.0
536.3971379237366,117.1525999247119,Oval,Very Poor,40.866783455158156,444.69915640320863,54.236983188640714,351.1983788543338
1356.10183063251,203.02560119457598,spherical,Poor,22.584559937296195,102.43464708527542,27.776078394693442,81.29686669934877
543.2748169981276,31.783034995767807,angular,Very Poor,27.834553526784656,506.8233994586491,36.36381643671125,315.9675696088371
933.5887618287762,36.786018093207396,Cuboid,Fair,26.200154488138818,220.13952615299084,30.412225811096146,155.70429993676336
1421.971454995055,71.30430254284369,Cuboid,Passable,24.01359334715565,92.74427447118616,36.61591612369593,54.151386382243864
255.42637625070859,181.9353182900837,Semirounded,Excellent,48.338095638178025,144.52901036264808,55.80729470716925,88.04645002488921
893.7788859448077,200.0419939018553,spherical,Poor,29.717442732378018,239.69361634409012,33.80111114949932,142.95896180400683
208.7768995987467,78.82333637150599,angular,Passable,37.38738459669357,361.9082876040754,41.04475217158716,246.93691496266004
913.9455163672276,15.248869817367234,lens shaped,Passable,33.72550439659486,184.85198077068188,37.55204903651523,137.94868523404585
632.2029873384697,47.67810216679666,Cystalline,Excellent,37.97550496222061,59.00726911132898,46.642136262589254,42.308190078430215
501.6249509923824,220.295711774244,Oval,Very Very Poor,47.942213592245594,396.7716907345749,57.84126205700741,298.98545061356606
1329.7013155601285,127.05834266623525,Irregular ,Very Poor,32.35193958151068,323.3844257698852,39.79812011966506,269.97024054814204
118.0,89.29199936993,Elomgated,Fair,45.61156196332765,327.80595520898845,59.15546909610433,238.50295026615396
987.8769332106142,71.6198853885286,Oval,Poor,41.64227021127711,126.03879603998583,49.21516589129473,96.94559029977137
489.4276741267981,150.90441060031245,Elomgated,Fair,32.89468523596,324.4725027416427,37.72678944763501,195.1871771264898
1225.1159550299353,305.24180448701395,angular,Fair,29.605906767052986,118.00239369553535,33.99748989482098,83.4639122525764
444.8970369617531,50.89799596230972,spherical,Very Poor,27.400980776755475,580.5824239938545,36.34499706795591,417.4379871506504
591.9195836342143,52.773753440221505,Semirounded,Passable,34.26073840912375,373.6216487019685,44.30212003432737,284.49369111760154
1250.366336681268,284.5005721294158,Elomgated,Poor,33.21135438025008,132.96689804734277,37.26889485244458,77.44029757681888
1114.4328284157295,185.41347799032246,Cystalline,Fair,44.01969117481036,102.35614570425902,53.89502067842273,86.11502462601707
1042.8733586867586,192.64498069913355,spherical,Very Very Poor,27.44494092437716,435.358872304125,32.81445897437718,275.15954264426784
118.0,352.2008558221624,angular,Excellent,55.0,40.0,65.0,40.0
654.0815630613346,16.386477001950155,Cystalline,Poor,36.56751882455286,283.6928118619991,45.853193133267226,147.33854907521925
917.3520488386558,114.26505279573756,Oval,Very Very Poor,39.24782508653813,387.8444056241005,50.58326554152802,251.88069168457417
609.9221038053798,22.099085748362953,Irregular ,Very Poor,32.705994349750775,641.4431517711712,38.34855089618758,438.7309199831796
1421.4019674811893,110.85942487755287,Elomgated,Passable,32.027938922806165,146.8875869913675,38.369192623926985,72.95107913134663
918.2320916320883,45.19997122591728,Irregular and angular,Excellent,33.642498635396514,40.0,33.27162376138672,40.0
