bulk_density,d50,flowability,conical_half_angle,conical_outlet_dim,plane_half_angle,plane_outlet_dim,flowability_score,shape_Cuboid,shape_Cystalline,shape_Elomgated,shape_Irregular,shape_Irregular and angular,shape_Oval,shape_Semirounded,shape_angular,shape_lens shaped,shape_spherical
972.0125886218724,52.93941159745373,Very Very Poor,39.1693033719296,359.861314074574,45.96460922721979,263.72357346925673,0,False,False,False,False,False,False,False,False,True,False
1233.4142534142743,71.96414229483872,Excellent,27.349260928050363,40.0,36.52167524585628,40.0,6,False,False,False,False,False,False,False,False,False,True
319.8951030315119,96.2239032757862,Fair,34.661513925806,379.5139584049352,43.9641781126809,228.0082168844209,4,False,False,True,False,False,False,False,False,False,False
918.9772516721466,28.25185219818856,Poor,23.32409975457788,228.97266344500773,32.89733648313199,166.37733583646968,2,True,False,False,False,False,False,False,False,False,False
1045.574118374675,27.469813164742348,Passable,20.431930995249697,213.27775607263263,25.769569440656326,143.5534655114023,3,False,False,False,False,False,False,False,False,False,True
197.38489118803204,156.3535669689154,Fair,51.71050850973539,313.87399404739466,58.42418036638277,222.66768949153877,4,False,False,True,False,False,False,False,False,False,False
672.4274013890649,161.50760883612494,Passable,32.2381513223483,261.0062080879402,40.86185948368241,178.17752202742992,3,False,False,False,True,False,False,False,False,False,False
1035.7642736902908,17.902036676812518,Very Poor,23.051682198239224,479.8942965679918,28.45250686118902,281.11346018009465,1,False,False,False,False,False,False,False,True,False,False
1778.1482318916717,249.64999558737009,Passable,32.07564822065933,40.0,35.64386864638373,40.0,3,False,False,False,False,False,False,True,False,False,False
1117.6755505227327,106.84578285354048,Fair,27.233079561679123,144.67202974989846,31.494525171261504,128.25035185167147,4,False,False,False,True,False,False,False,False,False,False
926.4336503875196,264.4498765288953,Fair,48.15693370408643,144.3194644747925,51.11587402974848,101.51794565828652,4,False,False,False,False,False,False,False,False,True,False
235.11788207603297,50.79751835840448,Fair,32.71234239688509,487.4586896287129,40.89699271482872,289.99807264625105,4,False,False,False,False,False,False,False,False,False,True
960.4614243057962,50.91736508193421,Very Very Poor,39.05569884031389,382.217272392956,46.77933812915417,250.90699251186703,0,False,True,False,False,False,False,False,False,False,False
1134.920162127833,39.96380206604341,Very Poor,21.61269786527837,395.5502908523784,27.179992925253423,257.46391541305974,1,False,False,True,False,False,False,False,False,False,False
118.0,18.20535559522633,Passable,33.97326903720544,480.6694403974493,43.8017832714928,361.318350695241,3,False,False,True,False,False,False,False,False,False,False
472.3326999421792,44.66266993748919,Passable,22.08106470499373,279.63543988213155,31.87065643766748,191.6129052008089,3,False,False,False,False,False,False,True,False,False,False
402.351866782575,68.56183765721993,Passable,32.670602980598375,345.6669924906362,37.380162393867366,270.070531745755,3,False,False,False,False,False,False,True,False,False,False
834.1487355914943,174.87936245574986,Very Poor,28.17697473517429,401.2838947032445,35.80866950146743,279.21198128660933,1,False,False,False,False,False,False,False,False,False,True
1270.526203687902,33.174841365647744,Excellent,26.149540112461477,40.0,35.20371943300841,40.0,6,False,False,False,False,False,False,False,False,False,True
874.6359644643248,93.43919177301568,Excellent,25.32886729715984,40.0,34.35393049335172,40.0,6,False,False,True,False,False,False,False,False,False,False
1091.978231785528,51.117634377670704,Very Poor,25.820899520381023,352.9534503467351,35.17759397695067,263.3022669287861,1,False,False,False,False,False,False,False,True,False,False
1325.640114551495,47.64617938863048,Poor,27.458658513231384,131.5257785881712,32.97024109107038,111.24490551183816,2,False,False,False,False,True,False,False,False,False,False
989.45196457244,105.3097063196798,Poor,42.04319050709091,157.14784611805783,47.22640418161107,93.93259902364356,2,False,False,False,False,False,True,False,False,False,False
1473.5455070799374,70.87258467290029,Poor,28.70512612045291,109.98796296886572,38.1526263956595,104.30002683210236,2,False,False,False,False,False,False,False,False,False,True
1330.7364227391236,76.96159876064218,Poor,24.300937754604654,122.4091502143613,28.142146219835315,104.33710597918574,2,False,False,True,False,False,False,False,False,False,False
612.1452416820918,297.5654407465528,Excellent,37.114746288134434,92.44117361669576,47.78236103158488,40.82271908206272,6,False,False,True,False,False,False,False,False,False,False
768.4031345746515,266.2503852478761,Very Poor,39.3436427321777,356.1826038656915,46.28543984951192,229.3833090053466,1,False,False,False,False,False,False,False,False,True,False
639.4541499969592,62.59973118521739,Excellent,26.30371775814285,128.25787692452064,37.51130921474413,101.05088967485554,6,False,False,False,True,False,False,False,False,False,False
805.9408849167918,99.35855910628756,Fair,35.75763186793055,299.0342200890694,42.019873920271046,219.61983852293227,4,False,False,True,False,False,False,False,False,False,False
691.4408740562965,360.0221430765266,Fair,41.63856188308751,205.3295548267775,46.72967399439081,161.16056367479766,4,False,False,True,False,False,False,False,False,False,False
1018.1951258255935,434.7424211562508,Poor,38.18405444727125,154.72194853321702,47.30019120646568,115.10462061937493,2,True,False,False,False,False,False,False,False,False,False
1302.5492411167668,34.94590613797403,Poor,38.357252419883416,92.92776513048828,43.06901845574258,51.50928295499446,2,False,False,False,False,False,True,False,False,False,False
1353.7534382208842,334.0451972563947,Passable,40.16230837104081,97.2093795203174,44.32523588387008,64.9467386328494,3,False,False,False,True,False,False,False,False,False,False
978.0318736062344,29.10137302316957,Excellent,26.956853271548912,53.35284565139247,37.26395692201449,46.72562864333255,6,True,False,False,False,False,False,False,False,False,False
1255.4739529829253,56.15800067570788,Very Very Poor,29.115845110295744,401.13602150436776,37.608240109176144,289.83580602573835,0,False,False,True,False,False,False,False,False,False,False
118.0,66.66501364910718,Very Poor,55.0,490.89928437863887,62.37259608659904,343.79653906950165,1,False,True,False,False,False,False,False,False,False,False
884.3349641526451,67.19156331996031,Fair,27.33462843638412,264.35192879967866,33.50421928787037,179.06944611378188,4,False,False,False,True,False,False,False,False,False,False
321.7824001669053,135.5293363956115,Excellent,44.1652650272834,139.6837359635802,53.665259049132494,86.09072100995829,6,False,False,False,True,False,False,False,False,False,False
416.0409443778361,116.48007651750352,Passable,33.601087600931905,348.8227176865888,38.17245535544856,273.4700904015342,3,False,False,False,False,False,False,False,True,False,False
1167.6575067977626,87.44930290029819,Excellent,36.57366304617273,40.0,51.04388743191412,40.0,6,False,True,False,False,False,False,False,False,False,False
223.8195885454487,91.5531700708247,Poor,37.07432984637717,390.17376640111297,44.53249863750855,264.83206730016275,2,False,False,False,False,False,False,False,True,False,False
529.8892070951115,23.433769787774768,Very Very Poor,26.396577044623506,542.7893303499925,27.639037732547543,336.4179208058845,0,False,False,False,False,False,False,False,False,False,True
626.3059091915801,38.52873446563809,Passable,29.628840159088707,326.04728942044983,35.21948146791332,236.49509577564265,3,False,False,False,True,False,False,False,False,False,False
1172.373463233745,96.75076549455756,Passable,19.587354919424136,131.84270344128197,28.609283522838957,101.27557331613689,3,False,False,False,False,False,False,False,False,False,True
510.4482692922674,102.59743300991546,Excellent,28.06188329439212,72.72775079109498,39.55575448810893,40.0,6,False,False,False,True,False,False,False,False,False,False
1888.416202135635,291.6784607281592,Excellent,31.62708499588479,40.0,36.97345488386238,40.0,6,False,False,False,True,False,False,False,False,False,False
763.700958195136,179.26166050240514,Fair,41.90191837885975,187.16292729786096,53.56691378475612,122.01338428968032,4,False,False,False,False,False,True,False,False,False,False
760.9115704997104,103.16899615000978,Very Very Poor,27.325075628610698,408.5199559332802,37.11304990937254,262.08672038119414,0,False,False,False,False,False,False,False,True,False,False
987.2383450227568,53.82593659504789,Fair,34.617166361393444,137.90724098020803,42.25858581269549,96.22711572944478,4,False,False,False,False,False,True,False,False,False,False
585.5084907534326,164.2690271148034,Very Very Poor,34.23725774248893,562.6750280726552,42.848272253602325,417.2166028488494,0,False,False,False,False,False,False,False,True,False,False
1767.7847770110975,267.0702142719764,Very Very Poor,29.26231927338332,142.1809080064371,38.61603529675098,93.8886399494677,0,False,False,False,False,False,False,False,True,False,False
118.0,22.13839163955995,Poor,26.617284504113645,419.33690789900425,41.13144426657499,280.30214005631944,2,False,False,False,False,False,False,False,True,False,False
1439.510071365476,98.600734371674,Very Poor,28.9392869881188,236.79992697109196,34.82398595957268,198.85110488289408,1,False,False,True,False,False,False,False,False,False,False
1159.3420618159605,22.509601975785564,Very Poor,36.53447458859749,287.8041370414006,46.250343996159046,252.3360629118036,1,False,False,False,False,False,True,False,False,False,False
883.334452201999,18.885366173984853,Excellent,18.052119380636235,40.0,28.753798601660915,40.0,6,False,False,False,False,False,False,False,False,False,True
705.9535642237153,124.06259908607944,Fair,34.60793682711074,258.370090425711,40.88369362876839,168.7880926756625,4,False,False,True,False,False,False,False,False,False,False
353.3933983323716,110.59710479891072,Passable,35.40814919460326,423.1221294746316,42.475581201976965,346.56555432547304,3,False,False,False,False,False,False,False,False,False,True
445.44120132927327,21.68777808619417,Passable,35.3288046967118,437.2242283055028,39.23157829876492,263.19951361901286,3,True,False,False,False,False,False,False,False,False,False
999.6107274141827,188.9559030738839,Very Very Poor,34.661123661745506,464.9053409213903,39.66687060051268,313.6587321590317,0,False,False,False,False,True,False,False,False,False,False
1050.751165472709,41.24397151744005,Passable,40.69139940540973,165.62715558431975,52.33405309938912,144.1957478319218,3,False,False,False,False,False,True,False,False,False,False
1735.98348070397,109.20830448368666,Very Poor,29.53066022343732,267.5568390541469,37.55795140158687,178.87435749710602,1,False,False,False,False,False,False,False,True,False,False
1003.5333232226972,61.875888761560624,Excellent,22.2669229343136,52.76771877111837,32.74241276091004,47.547767324063614,6,False,False,False,False,False,False,False,False,False,True
554.9164429305324,26.20278091351572,Very Poor,21.577073735642745,454.43146097772006,31.912677068222965,299.9561696816443,1,False,False,False,False,True,False,False,False,False,False
779.2086605432422,65.10626447123303,Fair,42.99954400254527,190.24167362124567,48.2434141549458,117.8189861467919,4,False,True,False,False,False,False,False,False,False,False
765.5856263223172,168.35793250175345,Excellent,47.04923248756316,40.0,51.79080704279738,40.0,6,False,False,False,False,False,True,False,False,False,False
1258.4900839853913,26.487396895740687,Very Poor,25.67768239689572,432.4382967079326,32.9822255828466,268.98892046290297,1,False,False,False,True,False,False,False,False,False,False
470.77421516450624,39.63643770004416,Passable,24.015534120546253,343.94505548756337,30.869308286317064,229.2888252825255,3,False,False,False,False,False,False,False,False,False,True
118.0,106.71001671990126,Poor,43.7659127169982,261.9187502773946,51.39707058016607,215.7234871412894,2,False,False,False,False,False,False,False,True,False,False
1817.1886293567616,90.52904082533428,Very Poor,37.68571649708428,141.5175274963755,39.62533464973622,116.50837997021075,1,False,False,False,False,False,True,False,False,False,False
718.8422788251453,24.44540476425364,Very Poor,23.960651113987407,538.7297045536263,30.358225946452688,417.8552502539959,1,False,False,False,False,False,False,False,False,False,True
411.434952333242,532.8859641938479,Very Poor,55.0,376.84046402241376,65.0,229.43005833994675,1,False,False,False,False,False,False,False,False,True,False
858.9566756806651,29.5929428378913,Poor,28.134280282444763,258.3499285526408,33.22488335763376,164.7550674370435,2,False,False,False,False,True,False,False,False,False,False
587.7658714570706,89.13756825048547,Passable,41.5944070829397,234.8514457631832,50.929029235050514,186.9866289293996,3,False,False,False,False,False,False,False,False,True,False
1145.0213585158272,260.7931066811928,Poor,33.84933511050795,182.76581050482983,42.54973658444701,105.83727809640088,2,False,False,True,False,False,False,False,False,False,False
627.5888626103385,52.3456336494532,Very Very Poor,32.01602667528829,603.1673240809043,37.65682485615152,482.1835340384987,0,False,False,False,False,True,False,False,False,False,False
836.9787294273024,365.76869853242505,Poor,48.710575620793726,140.06555500666715,56.48420280098595,79.99834621530387,2,False,True,False,False,False,False,False,False,False,False
118.0,174.21473140334294,Passable,55.0,218.707611921346,65.0,152.11566822253064,3,True,False,False,False,False,False,False,False,False,False
1143.5226783999342,10.779783725912688,Poor,44.11281255893337,116.78346894854002,51.18278041324494,110.64212561743132,2,False,False,False,False,False,True,False,False,False,False
135.9228623870897,43.23275593235602,Poor,47.4357999593537,337.1189513484416,52.01412213709088,245.83083585562176,2,False,True,False,False,False,False,False,False,False,False
266.7426072724781,66.44185927463192,Fair,39.492410627878,434.5547597746885,45.58291859513082,334.6620287382114,4,False,False,False,False,True,False,False,False,False,False
1072.3332539758512,77.72372982766552,Passable,32.0799507009601,227.25090063138407,39.13187898126424,178.2452933884573,3,True,False,False,False,False,False,False,False,False,False
1094.0220679429915,35.31917099987613,Fair,21.76577572419842,185.3442502382821,29.16387291654056,126.1542556936034,4,False,False,False,False,False,False,False,False,False,True
483.0168182053935,61.72916722676771,Poor,40.44622065759298,272.1840403751053,47.389619532036846,202.84314475126988,2,False,False,False,False,False,True,False,False,False,False
809.694579373719,197.75780993437044,Excellent,37.32455821751567,40.0,43.80433514515105,40.0,6,False,False,False,False,False,True,False,False,False,False
307.7772600517743,40.16687555607517,Very Poor,32.9473993323106,625.9044915222682,34.58407880656327,422.4784709423176,1,False,False,False,False,True,False,False,False,False,False
400.758067872286,72.81806409839903,Excellent,32.29287525907005,159.8852380222491,37.43864922774214,105.74702666745792,6,False,False,False,True,False,False,False,False,False,False
983.975100190979,135.82488674618838,Very Very Poor,41.28448921715748,397.1955181507727,52.389039490696376,219.67497638986492,0,False,False,False,False,False,False,False,False,True,False
220.06666214050423,48.33449092283248,Fair,24.064102701053116,419.6785074636941,32.423250913110806,316.0489172177417,4,False,False,False,False,False,False,False,False,False,True
236.2769857279468,91.31725900233506,Excellent,33.36367782193323,112.1004169680802,36.61830775855304,69.09821487773453,6,False,False,True,False,False,False,False,False,False,False
485.7725169954683,162.9343949540855,Poor,34.52553726686559,293.9649036996805,39.94787838192308,241.5560930707421,2,False,False,False,True,False,False,False,False,False,False
1158.5271744607212,186.1502151913253,Very Poor,31.13911452920905,399.9135393951224,40.94065443800724,257.5217919198396,1,False,False,True,False,False,False,False,False,False,False
778.0731231289113,124.08520801510768,Excellent,22.94371324333793,40.60876523860073,33.04587369580929,40.0,6,False,False,True,False,False,False,False,False,False,False
1416.799469152687,268.57805335420846,Poor,38.24999931122037,124.57416426879249,48.158372638259976,63.73975313755216,2,False,False,False,True,False,False,False,False,False,False
1204.176344134111,89.99343866177291,Poor,34.11454194298997,88.22997528878247,43.94178756459501,46.966594719101344,2,False,True,False,False,False,False,False,False,False,False
1322.9266179482995,113.4311465980408,Poor,33.078988588334525,153.06219922051363,40.42842867253374,114.15379595324713,2,False,False,False,False,True,False,False,False,False,False
750.9957495081101,26.232623961694674,Very Poor,23.947358212744827,470.881569127232,28.704033611942297,291.93452082074884,1,False,False,False,False,True,False,False,False,False,False
367.3609945827035,86.08946036566789,Passable,45.928058671639015,267.3609619896546,51.44227948352047,188.23244999673943,3,False,True,False,False,False,False,False,False,False,False
216.23008553288207,26.235647137801,Very Poor,27.277296803335485,588.3663653975806,34.02310559815312,429.4884753379043,1,False,False,False,True,False,False,False,False,False,False
1017.3583752933156,161.8666992887563,Very Poor,27.907353612947155,466.07241667041455,39.26237968846705,325.2780652074107,1,False,False,False,True,False,False,False,False,False,False
118.0,312.0444588019575,Fair,55.0,40.0,65.0,40.0,4,False,False,False,False,False,False,False,False,True,False
908.4823160873808,48.85216396173497,Poor,21.593417828221128,231.81524387978428,29.347608884432383,145.8261037644683,2,False,False,False,False,False,False,False,False,False,True
904.903457118318,50.771489865164206,Very Poor,37.48491041141856,350.7423354702853,42.83097036690542,271.3925989883288,1,False,False,False,False,False,True,False,False,False,False
755.5655080200933,87.35871556827449,Fair,30.500059341849628,279.6813090523905,37.35514630474701,172.02372783762627,4,False,False,False,True,False,False,False,False,False,False
183.45459762200085,22.976204039381187,Passable,28.766537740799205,418.50081362118095,34.55417510743099,311.93748908582194,3,False,False,True,False,False,False,False,False,False,False
701.5888927797012,118.5712869372787,Very Poor,28.747996076953225,545.2544037370652,41.20187646721002,345.86293632227773,1,False,False,False,False,True,False,False,False,False,False
849.2816702452121,86.94388544710174,Very Poor,25.719813169090767,441.1772636439352,33.40295575212323,349.80490339365895,1,False,False,False,False,False,False,True,False,False,False
1582.662735042014,71.58367970992244,Passable,19.59281638973265,62.31661499644121,31.829354887320488,42.32955890134637,3,False,False,False,True,False,False,False,False,False,False
118.0,53.66604205939893,Poor,47.75818042078236,332.2296307027585,56.65747589123436,230.64973099232088,2,False,False,False,False,False,True,False,False,False,False
292.0831683302694,84.4007686870195,Poor,37.49531620758364,371.0224213459408,42.36966087077825,236.48600468042497,2,False,False,False,True,False,False,False,False,False,False
949.8232129842836,227.9168417422692,Fair,34.97013369213292,250.32285536760767,47.29485410236583,153.66681488153296,4,True,False,False,False,False,False,False,False,False,False
612.9822995885245,79.50238873288116,Very Very Poor,34.146058080046,606.3822723808163,42.910408717407726,389.84259945751865,0,False,False,False,False,True,False,False,False,False,False
118.0,47.6060933913444,Very Poor,41.57478246127257,574.7597486397103,47.30227354727737,400.9131406665245,1,False,False,False,False,True,False,False,False,False,False
1361.8952223610888,45.87061293205891,Passable,45.618581862787735,89.64151544113008,54.13276003422544,57.4920255070714,3,False,True,False,False,False,False,False,False,False,False
1310.8786927112887,167.67397705322784,Passable,29.540825665274497,160.3476375659887,42.45037644308465,123.92322901006418,3,False,False,True,False,False,False,False,False,False,False
374.3333396315573,116.79511904851324,Excellent,35.76374017427847,192.35932835023544,43.8733065140166,159.83960510999043,6,False,False,False,False,False,False,False,False,False,True
948.6006552297132,383.7277108147685,Excellent,40.73112368367477,40.0,47.81215609976719,40.0,6,False,False,True,False,False,False,False,False,False,False
719.4859309608302,34.08228892551804,Passable,25.27236402180587,281.96876968544973,27.64098379869404,208.9902932451745,3,False,False,False,False,False,False,False,False,False,True
631.7632732369522,38.17522433577093,Passable,35.53750453420406,220.31196552806347,42.20169217972232,164.6252518983423,3,False,True,False,False,False,False,False,False,False,False
118.0,80.90202322035523,Fair,41.446315287328886,379.4851693321986,49.085792554172215,281.5635018457493,4,False,False,False,False,False,False,False,False,False,True
773.4885097987985,55.1982423236524,Excellent,33.23305689964855,40.0,42.85116025097942,40.0,6,False,True,False,False,False,False,False,False,False,False
463.9440666301117,67.38842007037383,Poor,42.92217579520495,255.2478055592952,48.5435397707484,197.79584271447797,2,False,False,False,False,False,True,False,False,False,False
274.3901669145261,72.91691739113574,Very Poor,32.053423439531166,551.0555580636513,41.952828072577866,420.18528429293696,1,False,False,False,False,False,False,True,False,False,False
851.4974707943701,150.76716118490725,Passable,38.53483113362257,290.1867277386622,40.17922182076156,204.6694755519161,3,False,False,False,False,False,False,True,False,False,False
918.4186378535863,77.93524016392692,Very Poor,29.13177802689325,389.3317314780937,34.228281183891184,310.73649552373115,1,False,False,True,False,False,False,False,False,False,False
1225.84054938656,91.07903981595636,Fair,29.621030035055764,155.61508169696742,36.24714642931019,113.7199854859792,4,False,False,False,False,False,False,True,False,False,False
776.4915935307113,80.49670809046812,Very Poor,29.557116341141096,466.9344776528434,35.69801806755298,321.1835605748747,1,False,False,True,False,False,False,False,False,False,False
1078.1000932101915,67.31443046901857,Very Very Poor,39.23159132098772,296.6862922871766,51.19185270589968,174.58341663092526,0,False,True,False,False,False,False,False,False,False,False
1501.2658000253828,28.20542003483193,Excellent,23.31546925392613,40.0,35.51404639257246,40.0,6,True,False,False,False,False,False,False,False,False,False
118.0,15.990942102437751,Poor,25.8110424212572,412.6618223761856,32.642620676826816,307.6004318576073,2,False,False,False,False,False,False,False,False,False,True
1888.4018535099335,54.080423984065376,Very Very Poor,23.539263845480964,275.889022808692,32.084835337573324,168.53077946535294,0,False,False,False,False,True,False,False,False,False,False
867.2792285343671,76.24233669036474,Passable,28.762297854939483,231.1034755762363,33.92987656173258,187.01568229540948,3,True,False,False,False,False,False,False,False,False,False
869.5962772546839,57.45135796695983,Fair,20.9281660781203,212.3150044420668,32.973107650210586,170.76559727706146,4,False,False,True,False,False,False,False,False,False,False
1502.9289838375244,70.82083640652819,Excellent,39.449231076234526,40.0,46.63260770584432,40.0,6,False,False,False,False,False,False,False,False,True,False
118.0,81.18766873642396,Very Very Poor,49.09717533899116,560.1284319084651,49.85257188355432,357.73344755414627,0,False,False,False,True,False,False,False,False,False,False
360.00202586846984,56.83397431668543,Excellent,27.738845045859936,153.22818613017918,35.392383630058355,110.96812922598626,6,False,False,False,True,False,False,False,False,False,False
1244.5753088506942,200.83417666174776,Poor,39.42100646589557,93.70223818998151,52.35853974312671,54.04035390423937,2,False,True,False,False,False,False,False,False,False,False
484.2079320714783,248.11846894731983,Fair,38.70383427117317,307.9837432668197,45.74644411480437,204.4479218146449,4,False,False,False,False,False,False,False,False,False,True
1165.200815961738,82.13454098025197,Passable,29.64586007017341,131.2615956746673,26.775394596933342,105.28051709665068,3,False,False,False,True,False,False,False,False,False,False
1351.054716082248,235.39654393074792,Very Poor,32.867205282674746,327.0020427402012,39.96848069795045,241.0284370239434,1,False,False,False,False,True,False,False,False,False,False
118.0,11.639442374784556,Poor,35.72776628428187,331.904827429431,40.98174556590726,228.69095999534497,2,False,False,False,False,False,False,False,False,True,False
1535.1294323173306,132.6767111857173,Poor,35.18070117274921,40.0,41.47133774593389,40.0,2,False,True,False,False,False,False,False,False,False,False
1296.573863107226,49.76357630204949,Very Very Poor,26.011772917603217,319.8971353412018,34.81003150355144,196.9402187221584,0,False,False,False,False,True,False,False,False,False,False
427.1647940563866,41.70244694790024,Very Very Poor,32.167436194368506,635.4079158057737,40.41605682013836,399.0199478533458,0,True,False,False,False,False,False,False,False,False,False
867.4193057606971,56.72789054601699,Fair,25.75155235883193,231.73686987075135,35.58880139216824,160.97897807269243,4,False,False,False,False,True,False,False,False,False,False
411.84659982118745,112.6685357716754,Passable,43.71283637057342,291.2261847786868,55.34367808904204,237.6692052250547,3,False,True,False,False,False,False,False,False,False,False
258.92755311833497,110.60264116983932,Very Poor,51.43175923049477,473.1491168912753,56.06567512630836,318.6597055330448,1,False,False,False,False,False,False,False,False,True,False
1388.8749427176947,92.39813613619692,Excellent,26.7799566009532,40.0,29.598611680090944,40.0,6,False,False,False,False,True,False,False,False,False,False
1477.1100575486068,48.4517280336327,Very Very Poor,20.85070048664405,234.93295666330687,31.911824007817387,163.70502472346192,0,False,False,False,False,False,False,False,True,False,False
854.2104971054728,77.00984298208793,Very Poor,22.90041604033213,446.72853839036094,26.093464779217445,323.63925850529824,1,False,False,False,False,False,False,False,False,False,True
489.6442290397799,134.65920578020643,Excellent,38.46677612503161,175.64061023543923,45.238665497688665,123.92717269125018,6,False,False,False,False,False,False,False,True,False,False
914.2370244208106,112.06079797786732,Poor,37.166241660884936,242.38450161811323,41.28001002623911,192.4036019042338,2,False,False,False,False,True,False,False,False,False,False
190.71832216960047,75.62229893496999,Excellent,45.16796102499821,83.13414169380268,49.64258711568727,54.19769448237162,6,False,False,False,False,False,True,False,False,False,False
1408.5253057954778,61.85093544523717,Fair,33.80471836635431,55.16671509723089,47.27702408261163,40.0,4,False,False,False,False,False,True,False,False,False,False
1264.3683209586732,141.7595960978597,Poor,35.45990470170586,175.30457541464443,40.6590578161328,132.51202255086088,2,False,False,False,False,True,False,False,False,False,False
521.3419966182141,108.9813914333461,Very Very Poor,33.77053972189068,608.0778416126234,45.03294186230639,377.3538989160662,0,False,False,False,True,False,False,False,False,False,False
1139.7988356658236,60.1219862468346,Very Very Poor,41.28468480632269,306.085650478021,46.23040835003816,244.03381647644372,0,False,True,False,False,False,False,False,False,False,False
663.1644717483501,437.4388989642918,Poor,46.901750032214665,278.2519119680445,56.39056072628598,160.5490364919838,2,False,False,False,False,False,False,False,False,False,True
658.5915885566536,141.16604275643124,Fair,48.10388279809567,279.98573923769595,57.14817718129959,189.47245099231236,4,False,True,False,False,False,False,False,False,False,False
118.0,92.72477373816344,Poor,51.13532303059117,340.80410254686456,55.56526329072479,226.42754119666748,2,False,False,False,True,False,False,False,False,False,False
1515.734232610594,56.25370581301723,Passable,25.371749180360787,76.88942364558122,34.51749518161091,58.63005811768617,3,False,False,False,False,False,False,True,False,False,False
281.1074662199854,36.53744348412144,Poor,40.92363033315278,315.13047640041395,49.959518838374606,248.54602707548784,2,False,True,False,False,False,False,False,False,False,False
422.0325880722919,495.8037554853388,Very Very Poor,55.0,351.29081594230314,65.0,226.9074334649177,0,False,False,False,False,False,False,False,False,True,False
422.72332954974297,69.10326337932798,Fair,33.67435688680932,402.3929150905922,40.48679882383107,278.98287181483454,4,False,False,False,False,False,False,False,True,False,False
118.0,21.496308819519623,Very Poor,52.75325044540195,753.1012451444257,55.57530411471824,615.9503864018413,1,False,False,False,False,False,False,False,False,True,False
1139.8708121254567,64.58022540199457,Excellent,31.989554915917545,40.0,33.25242048865285,40.0,6,True,False,False,False,False,False,False,False,False,False
685.5375837645684,27.262759513005083,Passable,29.09783090097817,295.38526231264655,35.70323130032317,170.96545709629112,3,False,False,True,False,False,False,False,False,False,False
580.6149632544519,111.01667512792908,Excellent,37.5866243006554,40.0,47.35918819025427,40.0,6,False,False,False,False,False,False,False,False,True,False
250.1304101956556,101.5334755659582,Very Poor,51.71953350870989,568.4293343288666,55.58550891940752,366.5140644929477,1,False,False,False,False,False,True,False,False,False,False
